Pos,Strand,Locus_tag,Product,UTRlength,GeneLength,Primary,Secondary,Internal,Antisense,Putative sRNA,Putative asRNA
1493413,+,b1423,putative metalloenzyme,,1344.0,0,0,1,0,0,0
1494081,-,b1423,putative metalloenzyme,,1344.0,0,0,0,1,0,1
1494239,+,b1423,putative metalloenzyme,,1344.0,0,0,1,0,0,0
1494786,+,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,94.0,1656.0,1,0,0,0,0,0
1495017,-,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,0,1,0,1
1495133,+,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,1,0,0,0
1495605,-,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,0,1,0,1
1495767,+,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,1,0,0,0
1495856,+,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,1,0,0,0
1496359,+,b1424,osmoregulated periplasmic glucan %28OPG%29 biosynthesis periplasmic protein,,1656.0,0,0,1,0,0,0
1496553,+,b1426,DUF465 family protein%2C function unknown,122.0,225.0,0,1,0,0,0,0
1496631,+,b1426,DUF465 family protein%2C function unknown,44.0,225.0,1,0,0,0,0,0
1496774,+,b1427,ribosomal-protein-L7%2FL12-serine acetyltransferase,188.0,540.0,0,1,0,0,0,0
1496853,+,b1427,ribosomal-protein-L7%2FL12-serine acetyltransferase,109.0,540.0,1,0,0,0,0,0
1496855,+,b1427,ribosomal-protein-L7%2FL12-serine acetyltransferase,107.0,540.0,0,1,0,0,0,0
1496982,+,b1427,ribosomal-protein-L7%2FL12-serine acetyltransferase,,540.0,0,0,1,0,0,0
1497174,+,b1427,ribosomal-protein-L7%2FL12-serine acetyltransferase,,540.0,0,0,1,0,0,0
1497724,-,b1428,putative enzyme,,981.0,0,0,1,0,0,0
1497923,-,b1428,putative enzyme,,981.0,0,0,1,0,0,0
1498495,-,b1428,putative enzyme,22.0,981.0,1,0,0,0,0,0
1498507,+,b1429,potassium-tellurite ethidium and proflavin transporter,90.0,993.0,1,0,0,0,0,1
1498799,+,b1429,potassium-tellurite ethidium and proflavin transporter,,993.0,0,0,1,0,0,0
1498992,-,b1429,potassium-tellurite ethidium and proflavin transporter,,993.0,0,0,0,1,0,1
1500070,+,b1430,tellurite%2C selenium methyltransferase%2C SAM-dependent%3B tellurite%2C selenium resistance protein,,594.0,0,0,1,0,0,0
1500236,+,b1431,lipoprotein,245.0,669.0,0,1,0,0,0,0
1500370,+,b1431,lipoprotein,111.0,669.0,0,1,0,0,0,0
1500453,+,b1431,lipoprotein,28.0,669.0,1,0,0,0,0,0
1500454,-,b1431,lipoprotein,,669.0,0,0,0,1,0,1
1501325,+,b4578,pseudo,,432.0,0,0,0,1,0,1
1501681,+,b1432,IS609 transposase B,60.0,1149.0,1,0,0,0,0,1
1501808,+,b1432,IS609 transposase B,,1149.0,0,0,1,0,0,0
1502460,-,b1432,IS609 transposase B,,1149.0,0,0,0,1,0,1
1502904,+,b1433,inner membrane protein%2C predicted transporter%2C function unknown,,1176.0,0,0,0,1,0,1
1503357,-,b1433,inner membrane protein%2C predicted transporter%2C function unknown,,1176.0,0,0,1,0,0,0
1503511,+,b1433,inner membrane protein%2C predicted transporter%2C function unknown,,1176.0,0,0,0,1,0,1
1503718,+,b1433,inner membrane protein%2C predicted transporter%2C function unknown,,1176.0,0,0,0,1,0,1
1503923,+,b1434,putative DNA-binding transcriptional regulator,273.0,537.0,0,1,0,0,0,1
1504127,-,b1433,inner membrane protein%2C predicted transporter%2C function unknown,23.0,1176.0,1,0,0,0,0,1
1504178,+,b1434,putative DNA-binding transcriptional regulator,18.0,537.0,1,0,0,0,0,1
1504294,-,b1433,inner membrane protein%2C predicted transporter%2C function unknown,190.0,1176.0,0,1,0,0,0,1
1504534,+,b1435,putative peptidase,271.0,1962.0,0,1,0,0,0,0
1504612,+,b1435,putative peptidase,193.0,1962.0,0,1,0,0,0,0
1504781,+,b1435,putative peptidase,24.0,1962.0,1,0,0,0,0,0
1505345,+,b1435,putative peptidase,,1962.0,0,0,1,0,0,0
1506420,-,b1435,putative peptidase,,1962.0,0,0,0,1,0,1
1506636,+,b1435,putative peptidase,,1962.0,0,0,1,0,0,0
1507059,-,b1436,hypothetical protein,,231.0,0,0,1,0,0,0
1507153,+,b4532,mRNA interferase toxin of the HicAB toxin-antitoxin system,157.0,177.0,0,1,0,0,0,1
1507299,+,b4532,mRNA interferase toxin of the HicAB toxin-antitoxin system,11.0,177.0,1,0,0,0,0,0
1507739,+,b1439,fused predicted DNA-binding transcriptional regulator%2Fpredicted amino transferase,288.0,1407.0,1,0,0,0,0,0
1507999,+,b1439,fused predicted DNA-binding transcriptional regulator%2Fpredicted amino transferase,28.0,1407.0,0,1,0,0,0,0
1508002,+,b1439,fused predicted DNA-binding transcriptional regulator%2Fpredicted amino transferase,25.0,1407.0,0,1,0,0,0,0
1508185,-,b1439,fused predicted DNA-binding transcriptional regulator%2Fpredicted amino transferase,,1407.0,0,0,0,1,0,1
1509281,-,b1439,fused predicted DNA-binding transcriptional regulator%2Fpredicted amino transferase,,1407.0,0,0,0,1,0,1
1509521,+,b1440,polyhydroxybutyrate %28PHB%29 synthase%2C ABC transporter periplasmic binding protein homolog,157.0,1146.0,0,1,0,0,0,0
1509620,+,b1440,polyhydroxybutyrate %28PHB%29 synthase%2C ABC transporter periplasmic binding protein homolog,58.0,1146.0,1,0,0,0,0,0
1510242,+,b1440,polyhydroxybutyrate %28PHB%29 synthase%2C ABC transporter periplasmic binding protein homolog,,1146.0,0,0,1,0,0,0
1511934,+,b1442,putative spermidine%2Fputrescine transporter subunit,,942.0,0,0,1,0,0,0
1512035,+,b1442,putative spermidine%2Fputrescine transporter subunit,,942.0,0,0,1,0,0,0
1512250,+,b1442,putative spermidine%2Fputrescine transporter subunit,,942.0,0,0,1,0,0,0
1514316,-,b1444,gamma-aminobutyraldehyde dehydrogenase,,1425.0,0,0,0,1,0,1
1514983,+,b1444,gamma-aminobutyraldehyde dehydrogenase,,1425.0,0,0,1,0,0,0
1515021,-,b1444,gamma-aminobutyraldehyde dehydrogenase,,1425.0,0,0,0,1,0,1
1515240,-,b4598,hypothetical protein,22.0,96.0,1,0,0,0,0,0
1515271,-,b4598,hypothetical protein,53.0,96.0,0,1,0,0,0,0
1515287,+,b1445,conserved protein%2C DUF2566 family,126.0,174.0,1,0,0,0,0,1
1515384,+,b1445,conserved protein%2C DUF2566 family,29.0,174.0,0,1,0,0,0,0
1515618,-,b1445,conserved protein%2C DUF2566 family,,174.0,0,0,0,1,0,1
1515960,+,b1447,inner membrane protein%2C DUF606 family,,450.0,0,0,0,1,0,1
1516897,-,b1448,methionine N-acyltransferase%3B L-amino acid N-acyltransferase,27.0,519.0,1,0,0,0,0,0
1517023,+,b1449,curcumin%2Fdihydrocurcumin reductase%2C NADPH-dependent,28.0,1038.0,1,0,0,0,0,0
1517354,-,b1449,curcumin%2Fdihydrocurcumin reductase%2C NADPH-dependent,,1038.0,0,0,0,1,0,1
1517890,-,b1449,curcumin%2Fdihydrocurcumin reductase%2C NADPH-dependent,,1038.0,0,0,0,1,0,1
1518067,+,b1450,colanic acid and biofilm gene transcriptional regulator%2C MqsR-controlled,219.0,666.0,0,1,0,0,0,0
1518158,+,b1450,colanic acid and biofilm gene transcriptional regulator%2C MqsR-controlled,128.0,666.0,1,0,0,0,0,0
1518294,+,b1450,colanic acid and biofilm gene transcriptional regulator%2C MqsR-controlled,,666.0,0,0,1,0,0,0
1518897,-,b1450,colanic acid and biofilm gene transcriptional regulator%2C MqsR-controlled,,666.0,0,0,0,1,0,1
1519234,+,b1451,putative iron outer membrane transporter,,2103.0,0,0,0,1,0,1
1519258,-,b1451,putative iron outer membrane transporter,,2103.0,0,0,1,0,0,0
1519502,-,b1451,putative iron outer membrane transporter,,2103.0,0,0,1,0,0,0
1520314,-,b1451,putative iron outer membrane transporter,,2103.0,0,0,1,0,0,0
1521118,-,b1451,putative iron outer membrane transporter,29.0,2103.0,1,0,0,0,0,0
1521181,-,b1451,putative iron outer membrane transporter,92.0,2103.0,0,1,0,0,0,0
1521197,+,b1452,ATP-binding protein%2C periplasmic%2C function unknown,134.0,1062.0,0,1,0,0,0,0
1521251,+,b1452,ATP-binding protein%2C periplasmic%2C function unknown,80.0,1062.0,1,0,0,0,0,0
1522618,-,b1453,L-asparagine transporter,,1500.0,0,0,1,0,0,0
1523262,-,b1453,L-asparagine transporter,,1500.0,0,0,1,0,0,0
1524008,+,b1454,glutathione S-transferase homolog,263.0,618.0,0,1,0,0,0,1
1524118,-,b1453,L-asparagine transporter,114.0,1500.0,1,0,0,0,0,0
1524249,+,b1454,glutathione S-transferase homolog,22.0,618.0,1,0,0,0,0,0
1524763,+,b1455,hypothetical protein,201.0,213.0,1,0,0,0,0,0
1527412,+,b1456,pseudo,,2037.0,0,0,1,0,0,0
1527461,-,b1456,pseudo,,2037.0,0,0,0,1,0,1
1527557,+,b1456,pseudo,,2037.0,0,0,1,0,0,0
1527630,+,b1456,pseudo,,2037.0,0,0,1,0,0,0
1527795,-,b1456,pseudo,,2037.0,0,0,0,1,0,1
1527895,-,b1456,pseudo,,2037.0,0,0,0,1,0,1
1527915,+,b1457,hypothetical protein,31.0,483.0,1,0,0,0,0,0
1528452,-,b1457,hypothetical protein,,483.0,0,0,0,1,0,1
1528575,+,b1459,pseudo,35.0,1054.0,1,0,0,0,0,0
1531172,+,b1461,4-oxalocrotonate tautomerase,,234.0,0,0,1,0,0,0
1531283,-,b1461,4-oxalocrotonate tautomerase,,234.0,0,0,0,1,0,1
1531366,-,b1462,hypothetical protein,,570.0,0,0,1,0,0,1
1531854,+,b1463,N-hydroxyarylamine O-acetyltransferase,194.0,846.0,1,0,0,0,0,1
1531928,-,b1462,hypothetical protein,53.0,570.0,1,0,0,0,0,0
1532233,+,b1463,N-hydroxyarylamine O-acetyltransferase,,846.0,0,0,1,0,0,0
1532763,-,b1463,N-hydroxyarylamine O-acetyltransferase,,846.0,0,0,0,1,0,1
1533082,-,b1464,conserved predicted enzyme%2C PhzC-PhzF family,,894.0,0,0,1,0,0,0
1533611,-,b1464,conserved predicted enzyme%2C PhzC-PhzF family,,894.0,0,0,1,0,0,0
1533902,-,b1464,conserved predicted enzyme%2C PhzC-PhzF family,20.0,894.0,1,0,0,0,0,0
1534477,-,b1465,nitrate reductase 2 %28NRZ%29%2C gamma subunit,,681.0,0,0,1,0,0,0
1534480,+,b1465,nitrate reductase 2 %28NRZ%29%2C gamma subunit,,681.0,0,0,0,1,0,1
1535902,+,b1467,nitrate reductase 2 %28NRZ%29%2C beta subunit,,1545.0,0,0,0,1,0,1
1537120,+,b1468,nitrate reductase 2 %28NRZ%29%2C alpha subunit,,3741.0,0,0,0,1,0,1
1538926,-,b1468,nitrate reductase 2 %28NRZ%29%2C alpha subunit,,3741.0,0,0,1,0,0,0
1539682,+,b1468,nitrate reductase 2 %28NRZ%29%2C alpha subunit,,3741.0,0,0,0,1,0,1
1540441,+,b1468,nitrate reductase 2 %28NRZ%29%2C alpha subunit,,3741.0,0,0,0,1,0,1
1540596,-,b1468,nitrate reductase 2 %28NRZ%29%2C alpha subunit,,3741.0,0,0,1,0,0,0
1541564,+,b1469,nitrate%2Fnitrite transporter,,1389.0,0,0,0,1,0,1
1541788,-,b1469,nitrate%2Fnitrite transporter,,1389.0,0,0,1,0,0,0
1542187,-,b1469,nitrate%2Fnitrite transporter,103.0,1389.0,1,0,0,0,0,0
1543619,+,b1471,pseudo,,1331.0,0,0,0,1,0,1
1543730,+,b1471,pseudo,,1331.0,0,0,0,1,0,1
1545120,-,b1473,aromatic amino acid exporter,,882.0,0,0,1,0,0,0
1545230,-,b1473,aromatic amino acid exporter,37.0,882.0,1,0,0,0,0,0
1545380,+,b1474,formate dehydrogenase-N%2C alpha subunit%2C nitrate-inducible,45.0,3048.0,1,0,0,0,0,0
1545922,+,b1474,formate dehydrogenase-N%2C alpha subunit%2C nitrate-inducible,,3048.0,0,0,1,0,0,0
1548969,+,b1475,formate dehydrogenase-N%2C Fe-S %28beta%29 subunit%2C nitrate-inducible,,885.0,0,0,1,0,0,0
1549582,+,b1476,formate dehydrogenase-N%2C cytochrome B556 %28gamma%29 subunit%2C nitrate-inducible,,654.0,0,0,1,0,0,0
1549852,+,b1476,formate dehydrogenase-N%2C cytochrome B556 %28gamma%29 subunit%2C nitrate-inducible,,654.0,0,0,1,0,0,0
1550760,+,b1477,putative DNA-binding transcriptional regulator,,285.0,0,0,0,1,0,1
1550959,-,b1477,putative DNA-binding transcriptional regulator,253.0,285.0,1,0,0,0,0,0
1552322,-,b1479,malate dehydrogenase%2C %28decarboxylating%2C NAD-requiring%29 %28malic enzyme%29,,1698.0,0,0,1,0,0,0
1552529,-,b1479,malate dehydrogenase%2C %28decarboxylating%2C NAD-requiring%29 %28malic enzyme%29,,1698.0,0,0,1,0,0,0
1553393,+,b1479,malate dehydrogenase%2C %28decarboxylating%2C NAD-requiring%29 %28malic enzyme%29,,1698.0,0,0,0,1,0,1
1553763,-,b1479,malate dehydrogenase%2C %28decarboxylating%2C NAD-requiring%29 %28malic enzyme%29,70.0,1698.0,1,0,0,0,0,0
1554071,-,b1480,stationary-phase-induced ribosome-associated protein,84.0,138.0,1,0,0,0,0,0
1554085,-,b1480,stationary-phase-induced ribosome-associated protein,98.0,138.0,0,1,0,0,0,0
1554112,-,b1480,stationary-phase-induced ribosome-associated protein,125.0,138.0,0,1,0,0,0,0
1554363,-,b1481,biofilm-dependent modulation protein,59.0,216.0,1,0,0,0,0,0
1554497,+,b1482,lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin,152.0,432.0,0,1,0,0,0,0
1554516,+,b1482,lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin,133.0,432.0,0,1,0,0,0,0
1554621,+,b1482,lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin,28.0,432.0,0,1,0,0,0,0
1554624,+,b1482,lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin,25.0,432.0,1,0,0,0,0,0
1555008,+,b1482,lipoyl-dependent Cys-based peroxidase%2C hydroperoxide resistance%3B salt-shock inducible membrane protein%3B peroxiredoxin,,432.0,0,0,1,0,0,0
1556670,-,b1484,D%2CD-dipeptide permease system%2C ATP-binding component,,987.0,0,0,1,0,0,0
1557199,+,b1485,D-ala-D-ala transporter subunit,,897.0,0,0,0,1,0,1
1557599,-,b1485,D-ala-D-ala transporter subunit,,897.0,0,0,1,0,0,0
1558958,-,b1486,D-ala-D-ala transporter subunit,5.0,1023.0,1,0,0,0,0,0
1560068,+,b1487,D-ala-D-a la transporter subunit,,1551.0,0,0,0,1,0,1
1560175,-,b1487,D-ala-D-a la transporter subunit,,1551.0,0,0,1,0,0,0
1561220,-,b1488,D-ala-D-ala dipeptidase%2C Zn-dependent,120.0,582.0,1,0,0,0,0,0
1561522,+,b1489,oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator,,2400.0,0,0,0,1,0,1
1562216,+,b1489,oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator,,2400.0,0,0,0,1,0,1
1562302,-,b1489,oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator,,2400.0,0,0,1,0,0,0
1563292,+,b1489,oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator,,2400.0,0,0,0,1,0,1
1564019,-,b1489,oxygen sensor%2C c-di-GMP phosphodiesterase%2C heme-regulated%3B cold- and stationary phase-induced bioflim regulator,262.0,2400.0,1,0,0,0,0,0
1564042,+,b1490,diguanylate cyclase%2C cold- and stationary phase-induced oxygen-dependent biofilm regulator,,1383.0,0,0,0,1,0,1
1565318,-,b1490,diguanylate cyclase%2C cold- and stationary phase-induced oxygen-dependent biofilm regulator,154.0,1383.0,1,0,0,0,0,0
1566112,+,b1491,liprotein%2C glycosyl hydrolase homolog,,1320.0,0,0,0,1,0,1
1566874,-,b1491,liprotein%2C glycosyl hydrolase homolog,27.0,1320.0,1,0,0,0,0,0
1566935,-,b1491,liprotein%2C glycosyl hydrolase homolog,88.0,1320.0,0,1,0,0,0,0
1567016,+,b1492,glutamate:gamma-aminobutyric acid antiporter,,1536.0,0,0,0,1,0,1
1567118,-,b1491,liprotein%2C glycosyl hydrolase homolog,271.0,1320.0,0,1,0,0,0,0
1568523,+,b1492,glutamate:gamma-aminobutyric acid antiporter,,1536.0,0,0,0,1,0,1
1569099,+,b1493,glutamate decarboxylase B%2C PLP-dependent,,1401.0,0,0,0,1,0,1
1569420,-,b1493,glutamate decarboxylase B%2C PLP-dependent,,1401.0,0,0,1,0,0,0
1570097,-,b1493,glutamate decarboxylase B%2C PLP-dependent,28.0,1401.0,1,0,0,0,0,0
1570594,+,b1494,putative peptidase,,2796.0,0,0,0,1,0,1
1570833,-,b1494,putative peptidase,,2796.0,0,0,1,0,0,0
1570968,-,b1494,putative peptidase,,2796.0,0,0,1,0,0,0
1571712,-,b1494,putative peptidase,,2796.0,0,0,1,0,0,0
1572378,+,b1494,putative peptidase,,2796.0,0,0,0,1,0,1
1572566,+,b1494,putative peptidase,,2796.0,0,0,0,1,0,1
1573792,+,b1495,putative porin protein,,2373.0,0,0,0,1,0,1
1574619,+,b1495,putative porin protein,,2373.0,0,0,0,1,0,1
1574750,+,b1495,putative porin protein,,2373.0,0,0,0,1,0,1
1575756,+,b1496,fused predicted multidrug transporter subunits of ABC superfamily: membrane component%2FATP-binding component,,1686.0,0,0,0,1,0,1
1577372,-,b1496,fused predicted multidrug transporter subunits of ABC superfamily: membrane component%2FATP-binding component,6.0,1686.0,1,0,0,0,0,0
1577447,+,b1496,fused predicted multidrug transporter subunits of ABC superfamily: membrane component%2FATP-binding component,,1686.0,0,0,0,1,0,1
1577758,-,b1497,hypothetical protein,,1158.0,0,0,1,0,0,0
1578689,+,b1497,hypothetical protein,,1158.0,0,0,0,1,0,1
1578695,+,b1497,hypothetical protein,,1158.0,0,0,0,1,0,1
1578997,-,b1497,hypothetical protein,183.0,1158.0,1,0,0,0,0,0
1579430,+,b1498,hypothetical protein,,1683.0,0,0,0,1,0,1
1580379,+,b1498,hypothetical protein,,1683.0,0,0,0,1,0,1
1580389,-,b1498,hypothetical protein,,1683.0,0,0,1,0,0,0
1582423,-,b1501,putative oxidoreductase,,2280.0,0,0,1,0,0,0
1582455,-,b1501,putative oxidoreductase,,2280.0,0,0,1,0,0,0
1583126,+,b1501,putative oxidoreductase,,2280.0,0,0,0,1,0,1
1583397,+,b1501,putative oxidoreductase,,2280.0,0,0,0,1,0,1
1584688,-,b1501,putative oxidoreductase,178.0,2280.0,1,0,0,0,0,0
1585112,+,b1502,putative fimbrial-like adhesin protein,,915.0,0,0,0,1,0,1
1585372,+,b1502,putative fimbrial-like adhesin protein,,915.0,0,0,0,1,0,1
1585398,-,b1502,putative fimbrial-like adhesin protein,,915.0,0,0,1,0,0,0
1586122,+,b1503,putative fimbrial-like adhesin protein,,504.0,0,0,0,1,0,1
1586435,+,b1504,putative fimbrial-like adhesin protein,,531.0,0,0,0,1,0,1
1586845,-,b1504,putative fimbrial-like adhesin protein,,531.0,0,0,1,0,0,0
1586864,+,b1504,putative fimbrial-like adhesin protein,,531.0,0,0,0,1,0,1
1587285,+,b1505,pseudo,,1227.0,0,0,0,1,0,1
1588175,-,b1505,pseudo,72.0,1227.0,1,0,0,0,0,0
1590325,+,b1508,antitoxin of HipAB toxin-antitoxin system,,267.0,0,0,0,1,0,1
1590388,-,b1507,EF-Tu kinase%3B serine protein kinase required for persister formation%3B toxin of HipAB TA pair,188.0,1323.0,1,0,0,0,0,0
1590504,-,b1508,antitoxin of HipAB toxin-antitoxin system,38.0,267.0,1,0,0,0,0,0
1590877,-,b4696,pseudo,,5323.0,0,0,1,0,0,0
1590887,+,b4696,pseudo,,5323.0,0,0,0,1,0,1
1591586,+,b4696,pseudo,,5323.0,0,0,0,1,0,1
1592525,+,b4696,pseudo,,5323.0,0,0,0,1,0,1
1592595,-,b4696,pseudo,,5323.0,0,0,1,0,0,0
1592696,-,b4696,pseudo,,5323.0,0,0,1,0,0,0
1593554,-,b4696,pseudo,,5323.0,0,0,1,0,0,0
1593636,+,b4696,pseudo,,5323.0,0,0,0,1,0,1
1596721,+,b1511,autoinducer-2 %28AI-2%29 kinase,,1593.0,0,0,0,1,0,1
1596753,+,b1511,autoinducer-2 %28AI-2%29 kinase,,1593.0,0,0,0,1,0,1
1597924,-,b1511,autoinducer-2 %28AI-2%29 kinase,,1593.0,0,0,1,0,0,0
1598192,-,b1511,autoinducer-2 %28AI-2%29 kinase,,1593.0,0,0,1,0,0,0
1599310,+,b1513,autoinducer 2 import ATP-binding protein,204.0,1536.0,0,1,0,0,0,1
1599384,-,b1512,lsr operon transcriptional repressor,119.0,954.0,1,0,0,0,0,0
1599413,+,b1513,autoinducer 2 import ATP-binding protein,101.0,1536.0,1,0,0,0,0,0
1600992,-,b1513,autoinducer 2 import ATP-binding protein,,1536.0,0,0,0,1,0,1
1601961,+,b1515,autoinducer 2 import system permease protein,110.0,993.0,1,0,0,0,0,0
1602118,-,b1514,autoinducer 2 import system permease protein,,1029.0,0,0,0,1,0,1
1602389,-,b1515,autoinducer 2 import system permease protein,,993.0,0,0,0,1,0,1
1602776,+,b1516,autoinducer 2-binding protein,299.0,1023.0,1,0,0,0,0,0
1603188,-,b1516,autoinducer 2-binding protein,,1023.0,0,0,0,1,0,1
1603499,+,b1516,autoinducer 2-binding protein,,1023.0,0,0,1,0,0,0
1604138,-,b1516,autoinducer 2-binding protein,,1023.0,0,0,0,1,0,1
1604383,+,b1517,putative autoinducer-2 %28AI-2%29 aldolase,,876.0,0,0,1,0,0,0
1605064,-,b1517,putative autoinducer-2 %28AI-2%29 aldolase,,876.0,0,0,0,1,0,1
1605320,-,b1518,autoinducer-2 %28AI-2%29 degrading protein LsrG,,291.0,0,0,0,1,0,1
1605347,+,b1519,trans-aconitate methyltransferase,23.0,759.0,1,0,0,0,0,0
1605411,+,b1519,trans-aconitate methyltransferase,,759.0,0,0,1,0,0,0
1605864,-,b1519,trans-aconitate methyltransferase,,759.0,0,0,0,1,0,1
1606501,-,b1520,putative inner membrane protein%2C bestrophin family,,915.0,0,0,1,0,0,0
1606820,-,b1520,putative inner membrane protein%2C bestrophin family,,915.0,0,0,1,0,0,0
1606996,+,b1520,putative inner membrane protein%2C bestrophin family,,915.0,0,0,0,1,0,1
1607070,-,b1520,putative inner membrane protein%2C bestrophin family,24.0,915.0,0,1,0,0,0,0
1607122,-,b1520,putative inner membrane protein%2C bestrophin family,76.0,915.0,1,0,0,0,0,0
1607130,-,b1520,putative inner membrane protein%2C bestrophin family,84.0,915.0,0,1,0,0,0,0
1608748,-,b1521,altronate oxidoreductase%2C NAD-dependent,44.0,1452.0,1,0,0,0,0,0
1608995,-,b1521,altronate oxidoreductase%2C NAD-dependent,291.0,1452.0,0,1,0,0,0,0
1609511,+,b1522,putative membrane-bound diguanylate cyclase,,948.0,0,0,0,1,0,1
1609885,-,b1522,putative membrane-bound diguanylate cyclase,7.0,948.0,0,1,0,0,0,0
1609908,-,b1522,putative membrane-bound diguanylate cyclase,30.0,948.0,1,0,0,0,0,0
1609932,+,b1522,putative membrane-bound diguanylate cyclase,,948.0,0,0,0,1,0,1
1610604,-,b1523,hypothetical protein,255.0,360.0,1,0,0,0,0,0
1611305,-,b1524,glutaminase 2,30.0,927.0,1,0,0,0,0,0
1611357,-,b1524,glutaminase 2,82.0,927.0,0,1,0,0,0,0
1611359,-,b1524,glutaminase 2,84.0,927.0,0,1,0,0,0,0
1611894,-,b1525,succinate semialdehyde dehydrogenase%2C NAD%28P%29%2B-dependent,,1389.0,0,0,1,0,0,0
1611950,+,b1525,succinate semialdehyde dehydrogenase%2C NAD%28P%29%2B-dependent,,1389.0,0,0,0,1,0,1
1612590,+,b1526,putative DNA-binding transcriptional regulator,238.0,882.0,1,0,0,0,0,1
1612804,+,b1526,putative DNA-binding transcriptional regulator,24.0,882.0,0,1,0,0,0,1
1612869,-,b1525,succinate semialdehyde dehydrogenase%2C NAD%28P%29%2B-dependent,142.0,1389.0,1,0,0,0,0,1
1613747,+,b1527,hypothetical protein,40.0,1116.0,1,0,0,0,0,0
1614749,+,b1527,hypothetical protein,,1116.0,0,0,1,0,0,0
1614975,-,b1527,hypothetical protein,,1116.0,0,0,0,1,0,1
1615019,+,b1528,arabinose efflux transporter%2C arabinose-inducible,33.0,1191.0,1,0,0,0,0,0
1615838,+,b1528,arabinose efflux transporter%2C arabinose-inducible,,1191.0,0,0,1,0,0,0
1615861,+,b1528,arabinose efflux transporter%2C arabinose-inducible,,1191.0,0,0,1,0,0,0
1616296,-,b1529,inner membrane protein%2C UPF0056 family,,666.0,0,0,1,0,0,1
1616414,-,b1529,inner membrane protein%2C UPF0056 family,,666.0,0,0,1,0,0,0
1616691,-,b1529,inner membrane protein%2C UPF0056 family,,666.0,0,0,1,0,0,0
1616938,+,b1530,DNA-binding transcriptional repressor of multiple antibiotic resistance,206.0,435.0,0,1,0,0,0,1
1616964,-,b1529,inner membrane protein%2C UPF0056 family,32.0,666.0,1,0,0,0,0,0
1617117,+,b1530,DNA-binding transcriptional repressor of multiple antibiotic resistance,27.0,435.0,1,0,0,0,0,0
1617544,-,b1530,DNA-binding transcriptional repressor of multiple antibiotic resistance,,435.0,0,0,0,1,0,1
1618201,-,b1532,hypothetical protein,,219.0,0,0,0,1,0,1
1618223,+,b1532,hypothetical protein,,219.0,0,0,1,0,0,1
1618849,-,b1533,cysteine and O-acetyl-L-serine efflux system,,900.0,0,0,1,0,0,0
1619007,+,b1533,cysteine and O-acetyl-L-serine efflux system,,900.0,0,0,0,1,0,1
1619008,-,b1533,cysteine and O-acetyl-L-serine efflux system,,900.0,0,0,1,0,0,0
1619191,-,b1533,cysteine and O-acetyl-L-serine efflux system,30.0,900.0,1,0,0,0,0,0
1619314,+,b1534,putative transporter,42.0,1188.0,1,0,0,0,0,0
1619575,-,b1534,putative transporter,,1188.0,0,0,0,1,0,1
1619619,-,b1534,putative transporter,,1188.0,0,0,0,1,0,1
1619823,+,b1534,putative transporter,,1188.0,0,0,1,0,0,0
1620938,-,b4698,sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides,0.0,98.0,1,0,0,0,0,0
1620942,-,b4698,sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides,4.0,98.0,0,1,0,0,0,0
1620949,-,b4698,sRNA antisense regulator down regulates YgdQ and EptB%2C PhoPQ-regulated%2C Hfq-dependent%3B affects sensitivity to antimicrobial peptides,11.0,98.0,0,1,0,0,0,0
1621358,-,b1535,diguanylate cyclase%2C required for pgaD induction,,891.0,0,0,1,0,0,0
1621901,-,b1535,diguanylate cyclase%2C required for pgaD induction,27.0,891.0,1,0,0,0,0,0
1622854,+,b1537,hypothetical protein,,519.0,0,0,1,0,0,0
1623022,+,b1537,hypothetical protein,,519.0,0,0,1,0,0,0
